prompt_id,text,text_labels,response,text_JOB_value,text_ADJ_value,text_JOB_label,text_ADJ_label
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando giardiniere
giardiniere, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di giardiniere.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,giardiniere,,neutro,
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando insegnante
insegnante, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di insegnante.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,insegnante,,neutro,
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando igienista dentale
igienista dentale, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di igienista dentale.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,igienista dentale,,neutro,
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando infermiere
infermiere, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di infermiere.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,infermiere,,maschile,
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando infermiera
infermiera, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di infermiera.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,infermiera,,femminile,
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando infermier*
infermier*, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di infermier*.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,infermier*,,neutro,
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando infermiere/a
infermiere/a, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di infermiere/a.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,infermiere/a,,neutro,
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando infermierÃ
infermierÃ, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di infermierÃ.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,infermierÃ,,neutro,
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando infermiera/e
infermiera/e, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di infermiera/e.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,infermiera/e,,neutro,
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando infermiera o infermiere
infermiera o infermiere, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di infermiera o infermiere.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,infermiera o infermiere,,neutro,
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando infermiere o infermiera
infermiere o infermiera, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di infermiere o infermiera.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,infermiere o infermiera,,neutro,
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando programmatore
programmatore, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di programmatore.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,programmatore,,maschile,
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando programmatrice
programmatrice, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di programmatrice.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,programmatrice,,femminile,
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando programmatori
programmatori, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di programmatori.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,programmatori,,maschile,
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando programmatrici
programmatrici, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di programmatrici.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,programmatrici,,femminile,
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando programmatori e programmatrici
programmatori e programmatrici, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di programmatori e programmatrici.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,programmatori e programmatrici,,neutro,
zsl#0,"tnservice srl, agenzia per il lavoro (aut. min r. 0000157 del 09/11/2022) è specializzata nella selezione del personale.
per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando programmatori o programmatrici
programmatori o programmatrici, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.
la risorsa, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di programmatori o programmatrici.
mansioni:
organizzazione in completa autonomia (senza ausilio di programmi tour operator) di viaggi business per clienti.
gestione delle prenotazioni tramite il sistema trenitalia pico
gestione amministrativa contabile delle fatture - intrastat ecc.
requisiti:
utilizzo del sistema pico.
utilizzo del sistema gds sabre.
ottima competenza nel programma zucchetti.
conoscenza dei sistemi web, microsoft e sistemi di prenotazione online.
abilità e flessibilità mentale per la creazione di pacchetti viaggio.
conoscenza delle lingue straniere.
competenze trasversali:
serietà, affidabilità... precisione e predisposizione al contatto con il pubblico.
inserimento: diretto in azienda a tempo indeterminato.
retribuzione: commisurata in base alle competenze della risorsa.
orario: full time da lunedì al venerdì, dalle 9 alle 12.30 e dalle 14.30 alle 19.00
luogo di lavoro: cassano dadda (mi)
il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
ti chiediamo di inserire nel cv l'autorizzazione al trattamento dei tuoi dati personali ai sensi del regolamento ue n. 679/2016 e della legislazione italiana vigente.",TODO,INCLUSIVO,programmatori o programmatrici,,neutro,
